# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (mm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
2.093,41.598,34.086,0.141,35.841,2.712,8.696,0.001,8.696,0.003,11.078,2.708,28.61,-80.6,9.792,1.624,-0,8.971,0.002,334.417,11.381,0.001,0,201.949,143.768,1.691,0.107,664418.679,4.007,0.573,0.751,0.757,0.255,0.375,0.121,0.327,0.554,0,0,0,0,0,0,0.005,34.4,9.294,70.607,0.004,2.019,14.73,1008.371,340.225,0.005,0.057
2.098,41.768,34.085,-0.223,35.844,2.614,8.752,0.001,8.752,0.004,11.091,2.605,28.61,-80.6,9.792,1.594,-0,12.943,0.002,334.401,11.365,0.001,0,201.975,143.763,1.692,0.107,664498.363,3.881,0.573,0.751,0.757,0.255,0.375,0.121,0.321,0.543,-0,0,0,0,0,0,0.005,34.4,9.294,70.552,0.004,2.022,14.729,1008.351,340.224,0.005,0.057
2.103,41.941,34.082,-0.595,35.845,2.584,8.808,0.001,8.808,0.004,11.103,2.514,28.61,-80.6,9.792,1.538,-0,16.883,0.003,334.385,11.348,0.001,0,202.024,143.758,1.694,0.107,664521.768,3.753,0.572,0.751,0.757,0.255,0.375,0.121,0.31,0.524,-0,0,0,0,0,0.001,0.005,34.4,9.294,70.476,0.004,2.022,14.727,1008.331,340.224,0.005,0.057
2.108,42.12,34.077,-0.981,35.844,2.624,8.866,0.001,8.866,0.004,11.116,2.434,28.61,-80.6,9.792,1.458,-0,20.774,0.002,334.368,11.331,0.001,0,202.096,143.753,1.696,0.107,664495.307,3.621,0.572,0.751,0.756,0.255,0.375,0.121,0.293,0.496,0,0,0,0,0,0.001,0.005,34.4,9.294,70.377,0.004,2.02,14.726,1008.31,340.223,0.005,0.057
2.114,42.309,34.069,-1.389,35.841,2.74,8.928,0.001,8.928,0.004,11.129,2.361,28.61,-80.6,9.792,1.352,-0,24.637,-0,334.35,11.313,0.001,0,202.191,143.747,1.699,0.107,664426.325,3.483,0.571,0.751,0.755,0.255,0.375,0.121,0.271,0.459,-0,0,0,0,0,0.001,0.005,34.4,9.294,70.251,0.004,2.018,14.725,1008.288,340.222,0.006,0.058
2.12,42.513,34.058,-1.828,35.835,2.934,8.995,0.001,8.995,0.004,11.142,2.295,28.61,-80.6,9.792,1.215,-0,28.434,0.002,334.33,11.294,0.001,0,202.313,143.741,1.703,0.107,664304.82,3.336,0.57,0.751,0.755,0.255,0.375,0.121,0.243,0.412,-0,0,0,0,0,0.002,0.005,34.4,9.294,70.091,0.004,2.016,14.724,1008.264,340.221,0.006,0.058
2.127,42.741,34.043,-2.314,35.825,3.217,9.069,0.001,9.069,0.004,11.157,2.235,28.61,-80.6,9.792,1.039,0,32.14,0.005,334.309,11.272,0.001,0,202.471,143.734,1.707,0.107,664111.785,3.175,0.569,0.751,0.754,0.255,0.375,0.121,0.207,0.352,0,0,0,0,0,0.002,0.005,34.4,9.294,69.889,0.004,2.013,14.722,1008.237,340.221,0.007,0.058
2.135,43.008,34.021,-2.877,35.809,3.609,9.157,0.001,9.157,0.004,11.173,2.179,28.61,-80.6,9.792,0.805,-0,35.692,-0.001,334.283,11.247,0.001,0,202.683,143.726,1.714,0.107,663807.873,2.99,0.568,0.751,0.753,0.255,0.375,0.121,0.16,0.272,-0,0,0,0,0,0.003,0.005,34.4,9.294,69.622,0.004,2.01,14.72,1008.206,340.219,0.008,0.058
2.145,43.353,33.985,-3.582,35.781,4.165,9.271,0.001,9.271,0.004,11.194,2.126,28.61,-80.6,9.792,0.47,-0,38.853,0.006,334.25,11.214,0.001,0,202.99,143.715,1.723,0.107,663289.023,2.761,0.567,0.751,0.752,0.255,0.375,0.121,0.093,0.158,-0,0,0,0,0,0.003,0.005,34.4,9.294,69.241,0.004,2.006,14.718,1008.165,340.218,0.01,0.059
2.16,43.871,33.916,-4.588,35.725,5.032,9.442,0.001,9.442,0.004,11.224,2.067,28.61,-80.6,9.792,0.075,-0,-40.244,0.039,334.201,11.164,0.001,0,203.355,143.7,1.734,0.107,662186.473,2.437,0.564,0.751,0.751,0.255,0.375,0.121,0.015,0.029,-0,0,0,0,0,-0.003,0.005,34.4,9.294,68.632,0.004,1.991,14.715,1008.105,340.216,0.015,0.059
2.183,44.646,33.779,-6.086,35.608,6.38,9.699,0.001,9.699,0.004,11.264,1.915,28.61,-80.6,9.792,0.843,-0,-34.706,-0.002,334.127,11.09,0.001,0,202.648,143.676,1.714,0.107,659888.998,1.951,0.562,0.751,0.753,0.255,0.375,0.121,0.168,0.29,0,0,0,0,0,-0.003,0.005,34.4,9.294,67.757,0.004,1.961,14.71,1008.014,340.213,0.023,0.059
2.192,44.963,33.711,-7.279,35.548,7.449,9.805,0.001,9.805,0.004,11.278,1.581,28.61,-80.6,9.792,1.124,0,-30.152,-0.006,334.096,11.06,0.001,0,202.393,143.666,1.707,0.106,658751.056,1.54,0.561,0.751,0.754,0.255,0.375,0.121,0.225,0.385,-0,0,0,0,0,-0.002,0.005,34.4,9.294,67.451,0.004,1.949,14.708,1007.977,340.212,0.009,0.059
2.2,45.208,33.654,-7.896,35.497,8.022,9.887,0.001,9.887,0.004,11.288,1.416,28.61,-80.6,9.792,1.294,-0,-25.85,0.004,334.073,11.037,0.001,0,202.241,143.659,1.703,0.106,657775.326,1.328,0.56,0.751,0.755,0.255,0.375,0.121,0.259,0.443,-0,0,0,0,0,-0.001,0.005,34.4,9.294,67.248,0.004,1.939,14.706,1007.948,340.211,0.007,0.059
2.206,45.42,33.601,-8.392,35.449,8.487,9.958,0.001,9.958,0.004,11.296,1.265,28.61,-80.6,9.792,1.404,-0,-21.672,0.001,334.053,11.016,0.001,0,202.143,143.652,1.7,0.106,656911.484,1.155,0.559,0.751,0.756,0.255,0.375,0.121,0.282,0.48,-0,0,0,0,0,-0.001,0.005,34.4,9.294,67.098,0.004,1.938,14.705,1007.923,340.21,0.006,0.06
2.212,45.616,33.549,-8.864,35.402,8.932,10.024,0.001,10.024,0.004,11.302,1.104,28.61,-80.6,9.792,1.48,-0,-17.567,0.004,334.05,11.013,0.001,0,202.075,143.651,1.698,0.106,656064.211,0.988,0.557,0.751,0.756,0.255,0.375,0.121,0.298,0.506,0,0,0,0,0,-0.001,0.005,34.4,9.294,66.983,0.004,1.938,14.703,1007.9,340.209,0.006,0.06
2.217,45.803,33.497,-9.337,35.354,9.383,10.087,0.001,10.087,0.004,11.307,0.927,28.61,-80.6,9.792,1.529,-0,-13.502,0.002,334.047,11.011,0.001,0,202.031,143.651,1.697,0.106,655206.862,0.819,0.556,0.751,0.756,0.255,0.375,0.121,0.308,0.522,0,0,0,0,0,-0,0.005,34.4,9.294,66.897,0.004,1.938,14.702,1007.878,340.208,0.006,0.06
2.223,45.984,33.444,-9.787,35.305,9.815,10.148,0.001,10.148,0.004,11.311,0.746,28.61,-80.6,9.792,1.555,-0,-9.467,-0.002,334.045,11.008,0.001,0,202.008,143.65,1.696,0.106,654327,0.655,0.555,0.751,0.756,0.255,0.375,0.121,0.313,0.531,-0,0,0,0,0,-0,0.005,34.4,9.294,66.834,0.004,1.937,14.701,1007.857,340.208,0.005,0.06
2.228,46.162,33.39,-10.222,35.255,10.237,10.209,0.001,10.209,0.004,11.314,0.56,28.61,-80.6,9.792,1.559,-0,-5.464,-0,334.042,11.006,0.001,0,202.005,143.649,1.696,0.106,653414.08,0.496,0.553,0.751,0.756,0.255,0.375,0.121,0.314,0.532,0,0,0,0,0,-0,0.005,34.4,9.294,66.795,0.004,1.937,14.7,1007.836,340.207,0.005,0.061
2.233,46.34,33.333,-10.649,35.201,10.656,10.269,0.001,10.269,0.004,11.316,0.366,28.61,-80.6,9.792,1.542,-0,-1.488,0.001,334.04,11.004,0.001,0,202.02,143.648,1.697,0.105,652455.61,0.337,0.552,0.751,0.756,0.255,0.375,0.121,0.31,0.527,-0,0,0,0,0,-0,0.005,34.4,9.294,66.776,0.004,1.936,14.699,1007.815,340.206,0.005,0.061
2.239,46.52,33.273,-11.076,35.145,11.077,10.33,0.001,10.33,0.004,11.317,0.161,28.61,-80.6,9.792,1.503,-0,2.463,-0.001,334.038,11.001,0.001,0,202.054,143.648,1.698,0.105,651437.012,0.178,0.55,0.751,0.756,0.255,0.375,0.121,0.302,0.513,0,0,0,0,0,0,0.005,34.4,9.294,66.779,0.004,1.936,14.698,1007.794,340.206,0.005,0.061
2.242,46.629,33.235,-11.421,35.11,11.421,10.367,0.001,10.367,0.004,11.317,0.004,28.61,-80.6,9.792,1.469,-0,4.795,-0.002,334.036,11,0.001,0,202.084,143.647,1.699,0.105,650797.017,0.049,0.548,0.751,0.756,0.255,0.375,0.121,0.295,0.502,-0,0,0,0,0,0,0.005,34.4,9.294,66.791,0.004,1.936,14.697,1007.781,340.205,0.003,0.061
2.247,46.792,33.179,-11.538,35.056,11.538,10.423,0.001,10.423,0.004,11.317,0.087,28.61,-80.6,9.792,1.404,-0,8.166,0.001,334.036,11,0.001,0,202.141,143.647,1.7,0.105,649824.609,0,0.546,0.751,0.755,0.255,0.375,0.121,0.282,0.48,0,0,0,0,0,0,0.005,34.4,9.294,66.823,0.004,1.935,14.696,1007.762,340.205,0.005,0.062
2.253,46.991,33.11,-11.516,34.99,11.517,10.491,0.001,10.491,0.004,11.316,0.116,28.61,-80.6,9.792,1.325,-0,12.022,-0.001,334.036,11,0.001,0,202.212,143.647,1.702,0.105,648548.254,0,0.544,0.751,0.755,0.255,0.375,0.121,0.266,0.453,-0,0,0,0,0,0,0.005,34.4,9.294,66.883,0.004,1.921,14.695,1007.739,340.204,0.006,0.062
2.259,47.201,33.036,-11.493,34.921,11.494,10.563,0.001,10.563,0.004,11.316,0.147,28.61,-80.6,9.792,1.24,-0,15.898,0.002,334.036,11,0.001,0,202.288,143.647,1.705,0.105,647085.254,0,0.541,0.751,0.754,0.255,0.375,0.121,0.248,0.423,-0,0,0,0,0,0.001,0.005,34.4,9.294,66.973,0.004,1.89,14.693,1007.714,340.203,0.006,0.062
2.266,47.427,32.958,-11.464,34.846,11.465,10.64,0.001,10.64,0.004,11.314,0.189,28.61,-80.6,9.792,1.122,-0,19.694,-0.002,334.036,11,0.001,0,202.393,143.647,1.708,0.104,645515.917,0,0.538,0.751,0.754,0.255,0.375,0.121,0.224,0.383,0,0,0,0,0,0.001,0.005,34.4,9.294,67.095,0.004,1.857,14.692,1007.688,340.202,0.007,0.062
2.274,47.678,32.871,-11.427,34.763,11.43,10.726,0.001,10.726,0.004,11.313,0.246,28.61,-80.6,9.792,0.964,-0,23.418,-0.005,334.036,11,0.001,0,202.536,143.647,1.712,0.104,643770.625,0,0.535,0.751,0.753,0.255,0.375,0.121,0.192,0.327,0,0,0,0,0,0.001,0.005,34.4,9.294,67.259,0.004,1.82,14.69,1007.658,340.201,0.008,0.062
2.283,47.971,32.769,-11.381,34.666,11.385,10.827,0.001,10.827,0.004,11.31,0.323,28.61,-80.6,9.792,0.747,-0,26.954,-0.008,334.036,11,0.001,0,202.733,143.647,1.718,0.104,641726.78,0,0.531,0.751,0.752,0.255,0.375,0.121,0.148,0.253,0,0,0,0,0,0.002,0.005,34.4,9.294,67.485,0.004,1.776,14.688,1007.624,340.2,0.009,0.063
2.294,48.351,32.637,-11.317,34.54,11.325,10.959,0.001,10.959,0.004,11.306,0.435,28.61,-80.6,9.792,0.427,-0,30.086,-0.022,334.036,11,0.001,0,203.026,143.647,1.726,0.103,639067.914,0,0.526,0.751,0.751,0.255,0.375,0.121,0.084,0.144,0,0,0,0,0,0.002,0.004,34.4,9.294,67.818,0.004,1.719,14.686,1007.579,340.198,0.012,0.063
2.312,48.918,32.44,-11.213,34.351,11.232,11.156,0.001,11.156,0.004,11.296,0.64,28.61,-80.6,9.792,0.166,-0,-31.179,-0.043,334.036,11,0.001,0,203.267,143.647,1.733,0.103,635439.435,0,0.519,0.75,0.751,0.255,0.375,0.121,0.033,0.059,-0,0,0,0,0,-0.002,0.004,34.4,9.294,68.36,0.004,1.687,14.682,1007.513,340.196,0.017,0.063
2.338,49.763,32.149,-11.078,34.069,11.118,11.451,0.001,11.451,0.004,11.276,0.938,28.61,-80.6,9.792,1.017,0,-23.69,-0.01,334.036,11,0.001,0,202.486,143.647,1.71,0.102,630266.611,0,0.512,0.75,0.753,0.255,0.374,0.121,0.203,0.348,-0,0,0,0,0,-0.001,0.004,34.4,9.294,69.1,0.004,1.676,14.677,1007.414,340.193,0.026,0.063
2.346,50.037,32.055,-11.041,33.977,11.088,11.547,0.001,11.547,0.004,11.267,1.026,28.61,-80.6,9.792,1.266,0,-19.345,-0.006,334.036,11,0.001,0,202.261,143.647,1.704,0.102,628582.135,0,0.51,0.75,0.754,0.255,0.374,0.121,0.254,0.433,0,0,0,0,0,-0.001,0.004,34.4,9.294,69.284,0.004,1.673,14.675,1007.381,340.192,0.009,0.064
2.353,50.264,31.977,-11.017,33.901,11.07,11.627,0.001,11.627,0.004,11.26,1.076,28.61,-80.6,9.792,1.415,-0,-15.098,-0.003,334.036,11,0.001,0,202.129,143.647,1.7,0.101,627153.858,0,0.509,0.75,0.755,0.255,0.374,0.121,0.284,0.483,0,0,0,0,0,-0.001,0.004,34.4,9.294,69.406,0.004,1.665,14.673,1007.355,340.191,0.007,0.064
2.36,50.467,31.907,-11,33.833,11.056,11.699,0.001,11.699,0.004,11.253,1.109,28.61,-80.6,9.792,1.514,-0,-10.97,-0.003,334.036,11,0.001,0,202.04,143.647,1.697,0.101,625842.459,0,0.507,0.75,0.755,0.255,0.374,0.121,0.305,0.518,-0,0,0,0,0,-0,0.004,34.4,9.294,69.489,0.004,1.655,14.672,1007.331,340.19,0.006,0.064
2.366,50.658,31.841,-10.987,33.769,11.045,11.766,0.001,11.766,0.004,11.246,1.13,28.61,-80.6,9.792,1.583,-0,-6.884,-0.006,334.036,11,0.001,0,201.979,143.647,1.696,0.101,624610.754,0,0.505,0.75,0.756,0.255,0.374,0.121,0.319,0.54,0,0,0,0,0,-0,0.004,34.4,9.294,69.543,0.004,1.645,14.671,1007.309,340.189,0.006,0.064
2.372,50.84,31.778,-10.978,33.707,11.037,11.83,0.001,11.83,0.004,11.239,1.142,28.61,-80.6,9.792,1.625,-0,-2.832,-0.001,334.036,11,0.001,0,201.942,143.647,1.695,0.101,623427.135,0,0.503,0.75,0.756,0.255,0.374,0.121,0.327,0.555,0,0,0,0,0,-0,0.004,34.4,9.294,69.571,0.005,1.635,14.67,1007.287,340.189,0.006,0.064
2.377,51.019,31.716,-10.971,33.647,11.031,11.894,0.001,11.894,0.004,11.233,1.145,28.61,-80.6,9.792,1.644,-0,1.19,-0.006,334.036,11,0.001,0,201.925,143.647,1.694,0.101,622271.22,0,0.502,0.75,0.756,0.255,0.374,0.121,0.331,0.561,0,0,0,0,0,0,0.004,34.4,9.294,69.575,0.005,1.625,14.668,1007.266,340.188,0.006,0.065
2.383,51.195,31.655,-10.967,33.587,11.026,11.956,0.001,11.956,0.004,11.227,1.139,28.61,-80.6,9.792,1.64,-0,5.187,-0.007,334.036,11,0.001,0,201.928,143.647,1.694,0.1,621123.436,0,0.5,0.75,0.756,0.255,0.374,0.121,0.33,0.56,-0,0,0,0,0,0,0.004,34.4,9.294,69.557,0.005,1.616,14.667,1007.246,340.187,0.006,0.065
2.388,51.373,31.593,-10.965,33.527,11.023,12.019,0.001,12.019,0.004,11.22,1.126,28.61,-80.6,9.792,1.614,-0,9.15,-0.009,334.036,11,0.001,0,201.951,143.647,1.695,0.1,619970.376,0,0.498,0.75,0.756,0.255,0.374,0.121,0.325,0.55,0,0,0,0,0,0,0.004,34.4,9.294,69.517,0.005,1.606,14.666,1007.225,340.187,0.006,0.065
2.394,51.553,31.531,-10.966,33.465,11.021,12.083,0.001,12.083,0.004,11.214,1.104,28.61,-80.6,9.792,1.565,-0,13.086,-0.01,334.036,11,0.001,0,201.995,143.647,1.696,0.1,618794.523,0,0.496,0.75,0.755,0.255,0.374,0.121,0.315,0.533,-0,0,0,0,0,0,0.004,34.4,9.294,69.453,0.005,1.597,14.665,1007.204,340.186,0.006,0.065
2.4,51.74,31.466,-10.969,33.402,11.021,12.15,0.001,12.15,0.004,11.207,1.074,28.61,-80.6,9.792,1.491,-0,16.988,-0.004,334.036,11,0.001,0,202.06,143.647,1.698,0.1,617578.773,0,0.493,0.75,0.755,0.255,0.374,0.121,0.3,0.508,-0,0,0,0,0,0.001,0.004,34.4,9.294,69.364,0.005,1.587,14.664,1007.182,340.185,0.006,0.066
2.406,51.937,31.397,-10.973,33.335,11.022,12.22,0.001,12.22,0.004,11.201,1.042,28.61,-80.6,9.792,1.411,-0,20.88,-0.007,334.036,11,0.001,0,202.13,143.647,1.7,0.1,616393.07,0,0.491,0.75,0.754,0.255,0.374,0.121,0.283,0.481,-0,0,0,0,0,0.001,0.004,34.4,9.294,69.246,0.005,1.59,14.662,1007.159,340.184,0.006,0.066
2.413,52.145,31.324,-10.979,33.264,11.025,12.294,0.001,12.294,0.004,11.194,0.999,28.61,-80.6,9.792,1.301,0,24.718,-0.003,334.036,11,0.001,0,202.228,143.647,1.703,0.099,615135.621,0,0.489,0.75,0.754,0.255,0.374,0.121,0.261,0.443,-0,0,0,0,0,0.001,0.004,34.4,9.294,69.094,0.005,1.594,14.661,1007.134,340.184,0.007,0.066
2.42,52.371,31.245,-10.99,33.187,11.031,12.375,0.001,12.375,0.004,11.187,0.944,28.61,-80.6,9.792,1.155,-0,28.49,-0.005,334.036,11,0.001,0,202.359,143.647,1.707,0.099,613768.205,0,0.486,0.75,0.753,0.255,0.374,0.121,0.231,0.393,-0,0,0,0,0,0.002,0.004,34.4,9.294,68.902,0.005,1.598,14.66,1007.108,340.183,0.007,0.066
2.428,52.627,31.155,-11.006,33.1,11.041,12.467,0.001,12.467,0.004,11.18,0.873,28.61,-80.6,9.792,0.96,-0,32.137,-0.009,334.036,11,0.001,0,202.535,143.647,1.712,0.099,612220.23,0,0.483,0.75,0.752,0.255,0.374,0.121,0.191,0.325,-0,0,0,0,0,0.003,0.004,34.4,9.294,68.653,0.005,1.602,14.658,1007.078,340.182,0.008,0.067
2.438,52.936,31.045,-11.03,32.994,11.057,12.578,0.001,12.578,0.004,11.171,0.777,28.61,-80.6,9.792,0.689,0,35.565,-0.009,334.036,11,0.001,0,202.781,143.647,1.719,0.099,610343.901,0,0.479,0.75,0.751,0.255,0.374,0.121,0.137,0.232,0,0,0,0,0,0.003,0.004,34.4,9.294,68.315,0.006,1.608,14.656,1007.041,340.18,0.01,0.067
2.452,53.37,30.89,-11.071,32.845,11.089,12.734,0.001,12.734,0.004,11.161,0.633,28.61,-80.6,9.792,0.267,0,38.294,-0.025,334.036,11,0.001,0,203.169,143.647,1.73,0.098,607702.31,0,0.475,0.75,0.75,0.255,0.374,0.121,0.053,0.087,0,0,0,0,0,0.004,0.004,34.4,9.294,67.794,0.006,1.615,14.653,1006.991,340.179,0.014,0.067
2.473,54.017,30.657,-11.14,32.622,11.148,12.969,0.001,12.969,0.004,11.15,0.419,28.61,-80.6,9.792,0.39,-0,-37.551,-0.007,334.036,11,0.001,0,203.055,143.647,1.727,0.098,603710.533,0,0.468,0.749,0.75,0.255,0.374,0.121,0.077,0.137,0,0,0,0,0,-0.004,0.004,34.4,9.294,66.986,0.006,1.62,14.649,1006.915,340.176,0.021,0.067
2.497,54.742,30.391,-11.213,32.37,11.216,13.234,0.001,13.234,0.004,11.143,0.216,28.61,-80.6,9.792,1.031,0,-30.419,-0.017,334.036,11,0.001,0,202.469,143.647,1.71,0.097,599209.499,0,0.463,0.749,0.752,0.255,0.373,0.121,0.206,0.354,-0,0,0,0,0,-0.002,0.004,34.4,9.294,66.166,0.006,1.625,14.644,1006.83,340.173,0.024,0.068
2.506,55.027,30.286,-11.235,32.27,11.236,13.338,0.001,13.338,0.004,11.141,0.159,28.61,-80.6,9.792,1.219,-0,-26.07,-0.005,334.036,11,0.001,0,202.299,143.647,1.705,0.097,597518.269,0,0.461,0.749,0.753,0.255,0.373,0.121,0.244,0.418,0,0,0,0,0,-0.002,0.004,34.4,9.294,65.9,0.006,1.639,14.642,1006.796,340.172,0.009,0.068
2.515,55.272,30.195,-11.245,32.184,11.245,13.429,0.001,13.429,0.004,11.14,0.127,28.61,-80.6,9.792,1.327,0,-21.91,-0.008,334.036,11,0.001,0,202.203,143.647,1.702,0.096,596094.821,0,0.459,0.749,0.753,0.255,0.373,0.121,0.266,0.454,-0,0,0,0,0,-0.001,0.004,34.4,9.294,65.705,0.006,1.656,14.641,1006.768,340.171,0.008,0.068
2.522,55.498,30.11,-11.249,32.105,11.249,13.512,0.001,13.512,0.004,11.139,0.107,28.61,-80.6,9.792,1.394,-0,-17.815,-0.003,334.036,11,0.001,0,202.143,143.647,1.7,0.096,594779.974,0,0.457,0.749,0.753,0.255,0.373,0.121,0.28,0.477,0,0,0,0,0,-0.001,0.004,34.4,9.294,65.556,0.006,1.672,14.639,1006.741,340.17,0.007,0.068
2.529,55.714,30.03,-11.248,32.029,11.249,13.592,0.001,13.592,0.004,11.139,0.098,28.61,-80.6,9.792,1.429,-0,-13.762,-0.002,334.036,11,0.001,0,202.111,143.647,1.7,0.096,593521.006,0,0.455,0.749,0.754,0.255,0.373,0.121,0.287,0.488,-0,0,0,0,0,-0,0.004,34.4,9.294,65.443,0.006,1.687,14.638,1006.716,340.169,0.007,0.068
2.536,55.925,29.95,-11.243,31.954,11.243,13.671,0.001,13.671,0.004,11.138,0.098,28.61,-80.6,9.792,1.434,0,-9.755,-0.004,334.036,11,0.001,0,202.107,143.647,1.699,0.096,592288.862,0,0.453,0.749,0.754,0.255,0.373,0.121,0.288,0.49,0,0,0,0,0,-0,0.004,34.4,9.294,65.36,0.006,1.702,14.636,1006.691,340.169,0.007,0.069
2.543,56.136,29.871,-11.233,31.88,11.233,13.749,0.001,13.749,0.004,11.137,0.107,28.61,-80.6,9.792,1.411,-0,-5.79,-0,334.036,11,0.001,0,202.127,143.647,1.7,0.096,591058.961,0,0.451,0.749,0.753,0.255,0.373,0.121,0.283,0.482,-0,0,0,0,0,-0,0.004,34.4,9.294,65.306,0.006,1.717,14.635,1006.666,340.168,0.007,0.069
2.551,56.35,29.791,-11.218,31.804,11.219,13.829,0.001,13.829,0.004,11.136,0.123,28.61,-80.6,9.792,1.361,-0,-1.876,-0.001,334.036,11,0.001,0,202.171,143.647,1.701,0.095,589795.592,0,0.449,0.749,0.753,0.255,0.373,0.121,0.273,0.465,0,0,0,0,0,-0,0.004,34.4,9.294,65.278,0.006,1.731,14.634,1006.641,340.167,0.007,0.069
2.558,56.573,29.706,-11.203,31.725,11.204,13.912,0.001,13.912,0.004,11.135,0.14,28.61,-80.6,9.792,1.309,-0,2.046,-0.004,334.036,11,0.001,0,202.218,143.647,1.703,0.095,588352.215,0,0.447,0.749,0.753,0.255,0.373,0.121,0.262,0.446,0,0,0,0,0,0,0.004,34.4,9.294,65.279,0.006,1.727,14.632,1006.615,340.166,0.007,0.069
2.566,56.806,29.619,-11.182,31.642,11.183,14,0.001,14,0.004,11.134,0.166,28.61,-80.6,9.792,1.223,0,5.913,0.001,334.036,11,0.001,0,202.294,143.647,1.705,0.095,586845.264,0,0.444,0.749,0.752,0.255,0.373,0.121,0.245,0.417,-0,0,0,0,0,0,0.004,34.4,9.294,65.31,0.006,1.724,14.631,1006.588,340.165,0.008,0.07
2.574,57.054,29.525,-11.155,31.554,11.157,14.093,0.001,14.093,0.004,11.133,0.203,28.61,-80.6,9.792,1.1,-0,9.699,0.006,334.036,11,0.001,0,202.405,143.647,1.708,0.095,585228.667,0,0.441,0.749,0.751,0.255,0.373,0.121,0.22,0.375,0,0,0,0,0,0,0.004,34.4,9.294,65.376,0.006,1.72,14.629,1006.558,340.164,0.008,0.07
2.584,57.333,29.42,-11.12,31.455,11.123,14.198,0.001,14.198,0.004,11.131,0.255,28.61,-80.6,9.792,0.926,-0,13.388,0.001,334.036,11,0.001,0,202.562,143.647,1.713,0.094,583417.452,0,0.438,0.749,0.751,0.255,0.373,0.121,0.185,0.315,-0,0,0,0,0,0,0.004,34.4,9.294,65.486,0.006,1.716,14.627,1006.526,340.163,0.009,0.07
2.595,57.664,29.295,-11.074,31.337,11.079,14.324,0.001,14.324,0.004,11.127,0.327,28.61,-80.6,9.792,0.679,-0,16.838,-0.001,334.036,11,0.001,0,202.786,143.647,1.719,0.094,581257.405,0,0.434,0.749,0.75,0.255,0.373,0.121,0.135,0.231,0,0,0,0,0,0.001,0.004,34.4,9.294,65.658,0.006,1.71,14.625,1006.487,340.162,0.011,0.07
2.611,58.118,29.123,-11.007,31.174,11.016,14.497,0.001,14.497,0.004,11.121,0.438,28.61,-80.6,9.792,0.291,0,19.677,0.005,334.036,11,0.001,0,203.143,143.647,1.73,0.094,578287.897,0,0.429,0.749,0.749,0.255,0.373,0.121,0.057,0.099,0,0,0,0,0,0.001,0.004,34.4,9.294,65.945,0.006,1.703,14.622,1006.434,340.16,0.016,0.071
2.634,58.794,28.868,-10.91,30.931,10.927,14.756,0.001,14.756,0.004,11.109,0.607,28.61,-80.6,9.792,0.318,-0,-19.427,0.003,334.036,11,0.001,0,203.117,143.647,1.729,0.093,573845.823,0,0.423,0.748,0.749,0.255,0.373,0.121,0.063,0.11,0,0,0,0,0,-0.001,0.004,34.4,9.294,66.412,0.006,1.693,14.618,1006.354,340.157,0.023,0.071
2.666,59.725,28.515,-10.8,30.594,10.83,15.116,0.001,15.116,0.005,11.086,0.81,28.61,-80.6,9.792,1.05,0,-10.993,-0.016,334.036,11,0.001,0,202.447,143.647,1.709,0.092,567832.953,0,0.415,0.748,0.751,0.255,0.372,0.121,0.21,0.359,0,0,0,0,0,-0,0.004,34.4,9.294,66.93,0.006,1.699,14.612,1006.245,340.154,0.032,0.071
2.677,60.015,28.405,-10.77,30.489,10.805,15.229,0.001,15.229,0.005,11.077,0.866,28.61,-80.6,9.792,1.252,-0,-6.641,-0.005,334.036,11,0.001,0,202.266,143.647,1.704,0.092,565999.382,0,0.413,0.748,0.752,0.255,0.372,0.121,0.251,0.427,-0,0,0,0,0,-0,0.004,34.4,9.294,67.02,0.006,1.708,14.61,1006.211,340.152,0.01,0.071
2.685,60.266,28.31,-10.752,30.397,10.789,15.327,0.001,15.327,0.005,11.069,0.895,28.61,-80.6,9.792,1.364,-0,-2.472,-0.004,334.036,11,0.001,0,202.166,143.647,1.701,0.091,564411.487,0,0.411,0.748,0.752,0.255,0.372,0.121,0.274,0.466,-0,0,0,0,0,-0,0.004,34.4,9.294,67.06,0.006,1.715,14.608,1006.182,340.152,0.009,0.071
