# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (mm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
12.672,283.28,-35.297,-7.583,35.506,7.583,66.078,0.03,66.078,0.026,3.852,0.026,28.61,-80.599,9.791,0.452,0,6.68,-0.007,469.999,33,0.008,0,346.635,225.504,1.941,0.106,1093502.437,0,1.024,0.438,0.438,0.186,0.131,0.121,0.072,0.139,-0,0,0,0,0,0,0.005,62.4,30.582,-79.927,0.042,2.132,13.159,980.026,339.273,0.021,0.139
12.701,282.241,-35.519,-7.597,35.727,7.601,66.191,0.03,66.191,0.026,3.848,0.255,28.61,-80.599,9.791,0.15,0,9.268,-0.033,469.999,33,0.008,0,347.169,225.504,1.95,0.106,1100697.943,0,1.037,0.438,0.438,0.186,0.131,0.121,0.024,0.046,0,0,0,0,0,0,0.005,62.4,30.582,-80.17,0.041,2.214,13.165,980.148,339.277,0.029,0.139
12.745,280.671,-35.853,-7.578,36.057,7.587,66.36,0.03,66.36,0.026,3.834,0.374,28.61,-80.599,9.791,0.015,-0,-10.129,0.19,469.999,33,0.008,0,347.413,225.504,1.954,0.107,1110283.99,0,1.056,0.438,0.438,0.186,0.131,0.121,0.002,0.005,-0,0,0,0,0,-0,0.005,62.4,30.582,-80.61,0.037,2.108,13.176,980.332,339.283,0.044,0.139
12.795,278.869,-36.231,-7.555,36.431,7.573,66.551,0.03,66.551,0.026,3.811,0.523,28.61,-80.599,9.791,0.21,0,-8.07,0.021,469.999,33,0.008,0,347.068,225.504,1.948,0.108,1121316.39,0,1.077,0.438,0.438,0.186,0.131,0.122,0.033,0.065,-0,0,0,0,0,-0,0.005,62.4,30.582,-81.083,0.035,2.022,13.187,980.543,339.29,0.05,0.14
12.845,277.048,-36.609,-7.53,36.803,7.561,66.741,0.031,66.741,0.026,3.779,0.685,28.61,-80.599,9.791,0.404,0,-2.745,-0.006,469.999,33,0.008,0,346.732,225.504,1.943,0.109,1132914.013,0,1.1,0.438,0.439,0.186,0.131,0.122,0.064,0.124,-0,0,0,0,0,-0,0.005,62.4,30.582,-81.363,0.036,2.064,13.199,980.757,339.298,0.05,0.14
12.874,275.998,-36.824,-7.499,37.015,7.529,66.849,0.031,66.849,0.026,3.759,0.665,28.61,-80.599,9.791,0.373,0,1.22,0.007,469.999,33,0.008,0,346.788,225.504,1.944,0.11,1139428.904,0,1.113,0.438,0.439,0.186,0.131,0.122,0.059,0.114,0,0,0,0,0,0,0.005,62.4,30.582,-81.38,0.036,2.069,13.206,980.88,339.302,0.029,0.14
12.907,274.79,-37.068,-7.447,37.256,7.465,66.971,0.031,66.971,0.026,3.74,0.521,28.61,-80.599,9.791,0.191,0,4.259,-0.011,469.999,33,0.008,0,347.111,225.504,1.949,0.111,1146820.533,0,1.127,0.439,0.439,0.186,0.131,0.122,0.03,0.059,-0,0,0,0,0,0,0.005,62.4,30.582,-81.282,0.036,2.069,13.214,981.022,339.307,0.033,0.14
12.956,272.964,-37.431,-7.356,37.615,7.36,67.154,0.031,67.154,0.026,3.721,0.235,28.61,-80.599,9.791,0.162,0,-4.181,0.01,469.999,33,0.008,0,347.166,225.504,1.95,0.112,1157809.658,0,1.149,0.439,0.439,0.186,0.131,0.122,0.026,0.05,0,0,0,0,0,-0,0.005,62.4,30.582,-81.041,0.034,2.059,13.226,981.236,339.314,0.049,0.141
13.006,271.084,-37.796,-7.264,37.979,7.264,67.34,0.031,67.34,0.027,3.719,0.046,28.61,-80.599,9.791,0.485,0,1.996,0.023,469.999,33,0.008,0,346.601,225.504,1.941,0.113,1168469.578,0,1.171,0.439,0.439,0.186,0.131,0.122,0.077,0.149,0,0,0,0,0,0,0.005,62.4,30.582,-80.956,0.033,1.942,13.238,981.456,339.321,0.05,0.141
13.028,270.247,-37.956,-7.229,38.138,7.231,67.422,0.031,67.422,0.027,3.721,0.134,28.61,-80.599,9.791,0.58,0,6.226,0.01,469.999,33,0.008,0,346.437,225.504,1.938,0.113,1173043.855,0,1.18,0.439,0.439,0.186,0.131,0.122,0.092,0.178,-0,0,0,0,0,0,0.005,62.4,30.582,-81.046,0.033,1.864,13.243,981.555,339.324,0.022,0.141
13.047,269.496,-38.099,-7.217,38.28,7.218,67.496,0.031,67.496,0.027,3.724,0.113,28.61,-80.599,9.791,0.548,0,10.179,0.001,469.999,33,0.008,0,346.494,225.504,1.939,0.113,1177137.392,0,1.188,0.439,0.439,0.186,0.131,0.122,0.087,0.169,0,0,0,0,0,0,0.005,62.4,30.582,-81.21,0.034,1.795,13.248,981.643,339.327,0.02,0.142
13.068,268.7,-38.249,-7.227,38.43,7.227,67.573,0.031,67.573,0.027,3.725,0.064,28.61,-80.599,9.791,0.341,0,13.503,0.004,469.999,33,0.008,0,346.857,225.504,1.945,0.114,1181737.919,0,1.197,0.439,0.439,0.186,0.131,0.122,0.054,0.104,0,0,0,0,0,0.001,0.005,62.4,30.582,-81.46,0.036,1.787,13.253,981.736,339.33,0.021,0.142
13.1,267.5,-38.476,-7.248,38.655,7.26,67.69,0.032,67.69,0.027,3.717,0.408,28.61,-80.599,9.791,0.055,0,-14.897,-0.038,469.999,33,0.008,0,347.365,225.504,1.953,0.115,1188682.885,0,1.211,0.439,0.439,0.186,0.131,0.122,0.009,0.018,0,0,0,0,0,-0.001,0.005,62.4,30.582,-81.918,0.04,1.79,13.261,981.877,339.335,0.031,0.142
13.146,265.687,-38.816,-7.257,38.991,7.305,67.864,0.032,67.864,0.027,3.686,0.84,28.61,-80.599,9.791,0.533,0,-8.913,0.003,469.999,33,0.008,0,346.527,225.504,1.939,0.116,1199125.142,0,1.233,0.439,0.439,0.186,0.131,0.122,0.085,0.164,-0,0,0,0,0,-0,0.005,62.4,30.582,-82.516,0.047,1.813,13.273,982.089,339.342,0.047,0.142
13.165,264.952,-38.953,-7.251,39.126,7.314,67.933,0.032,67.933,0.027,3.668,0.96,28.61,-80.599,9.791,0.66,0,-4.8,0.011,469.999,33,0.008,0,346.307,225.504,1.936,0.116,1203287.158,0,1.242,0.439,0.44,0.186,0.131,0.122,0.105,0.204,-0,0,0,0,0,-0,0.005,62.4,30.582,-82.649,0.05,1.815,13.278,982.176,339.345,0.019,0.143
13.182,264.309,-39.073,-7.235,39.243,7.299,67.993,0.032,67.993,0.027,3.652,0.964,28.61,-80.599,9.791,0.66,0,-0.768,0.012,469.999,33,0.008,0,346.307,225.504,1.936,0.116,1206900.355,0,1.25,0.439,0.44,0.186,0.131,0.122,0.105,0.203,0,0,0,0,0,-0,0.005,62.4,30.582,-82.694,0.051,1.816,13.282,982.251,339.348,0.016,0.143
13.198,263.667,-39.191,-7.212,39.36,7.269,68.053,0.032,68.053,0.027,3.637,0.908,28.61,-80.599,9.791,0.596,0,3.083,0.007,469.999,33,0.008,0,346.42,225.504,1.938,0.117,1210487.465,0,1.257,0.439,0.44,0.186,0.131,0.122,0.095,0.184,0,0,0,0,0,0,0.005,62.4,30.582,-82.674,0.051,1.817,13.286,982.326,339.35,0.016,0.143
13.216,262.956,-39.322,-7.183,39.488,7.229,68.119,0.032,68.119,0.027,3.621,0.808,28.61,-80.599,9.791,0.484,0,6.73,0.013,469.999,33,0.008,0,346.618,225.504,1.941,0.117,1214520.074,0,1.265,0.439,0.439,0.186,0.131,0.122,0.077,0.149,0,0,0,0,0,0,0.005,62.4,30.582,-82.583,0.05,1.835,13.291,982.41,339.353,0.018,0.144
13.239,262.083,-39.48,-7.139,39.645,7.166,68.199,0.032,68.199,0.027,3.605,0.622,28.61,-80.599,9.791,0.278,0,9.895,0.004,469.999,33,0.008,0,346.981,225.504,1.947,0.117,1219446.439,0,1.275,0.439,0.439,0.186,0.131,0.122,0.044,0.085,-0,0,0,0,0,0,0.005,62.4,30.582,-82.395,0.047,1.859,13.296,982.512,339.357,0.022,0.144
13.272,260.767,-39.716,-7.068,39.878,7.076,68.319,0.032,68.319,0.027,3.59,0.342,28.61,-80.599,9.791,0.034,0,-11.028,0.065,469.999,33,0.008,0,347.415,225.504,1.954,0.118,1226991.374,0,1.29,0.439,0.439,0.186,0.131,0.122,0.005,0.011,0,0,0,0,0,-0,0.005,62.4,30.582,-82.031,0.041,1.939,13.305,982.666,339.362,0.033,0.144
13.322,258.779,-40.066,-6.963,40.226,6.963,68.497,0.032,68.497,0.027,3.583,0.012,28.61,-80.599,9.791,0.417,-0,-6.513,0.029,469.999,33,0.008,0,346.742,225.504,1.943,0.119,1238169.78,0,1.315,0.439,0.44,0.186,0.131,0.122,0.066,0.129,0,0,0,0,0,-0,0.005,62.4,30.582,-81.558,0.035,2.039,13.318,982.9,339.37,0.05,0.144
13.344,257.873,-40.222,-6.918,40.382,6.919,68.578,0.033,68.578,0.027,3.585,0.147,28.61,-80.599,9.791,0.556,0,-2.015,0.019,469.999,33,0.008,0,346.501,225.504,1.939,0.12,1243080.22,0,1.326,0.439,0.44,0.186,0.131,0.122,0.088,0.171,0,0,0,0,0,-0,0.005,62.4,30.582,-81.461,0.032,2.054,13.324,983.006,339.373,0.023,0.145
13.362,257.135,-40.349,-6.902,40.508,6.903,68.644,0.033,68.644,0.027,3.588,0.128,28.61,-80.599,9.791,0.537,0,2.017,0.018,469.999,33,0.008,0,346.535,225.504,1.94,0.12,1247120.465,0,1.335,0.439,0.44,0.186,0.131,0.122,0.085,0.166,0,0,0,0,0,0,0.005,62.4,30.582,-81.462,0.031,2.083,13.329,983.092,339.376,0.018,0.145
13.381,256.373,-40.479,-6.899,40.638,6.899,68.711,0.033,68.711,0.027,3.589,0.027,28.61,-80.599,9.791,0.434,0,5.657,0.019,469.999,33,0.008,0,346.717,225.504,1.943,0.12,1251311.933,0,1.343,0.439,0.44,0.186,0.131,0.122,0.069,0.133,0,0,0,0,0,0,0.005,62.4,30.582,-81.537,0.031,2.122,13.334,983.182,339.379,0.019,0.145
13.405,255.427,-40.64,-6.904,40.798,6.906,68.795,0.033,68.795,0.027,3.588,0.15,28.61,-80.599,9.791,0.254,0,8.729,0.028,469.999,33,0.008,0,347.035,225.504,1.948,0.121,1256408.172,0,1.354,0.439,0.44,0.186,0.131,0.122,0.04,0.078,-0,0,0,0,0,0,0.005,62.4,30.582,-81.709,0.032,2.152,13.34,983.293,339.383,0.023,0.146
13.44,254.002,-40.881,-6.901,41.038,6.911,68.92,0.033,68.92,0.027,3.579,0.357,28.61,-80.599,9.791,0.039,0,10.71,0.07,469.999,33,0.008,0,347.418,225.504,1.954,0.122,1263593.84,0,1.369,0.439,0.439,0.186,0.132,0.122,0.006,0.012,-0,0,0,0,0,0,0.005,62.4,30.582,-82.063,0.035,2.096,13.349,983.46,339.388,0.035,0.146
13.49,251.949,-41.227,-6.902,41.379,6.943,69.099,0.033,69.099,0.027,3.55,0.753,28.61,-80.599,9.791,0.351,0,-6.846,0.017,469.999,33,0.008,0,346.87,225.504,1.945,0.123,1274293.547,0,1.393,0.44,0.44,0.186,0.132,0.122,0.056,0.108,-0,0,0,0,0,-0,0.005,62.4,30.582,-82.546,0.041,2.131,13.362,983.701,339.396,0.05,0.146
13.514,250.925,-41.398,-6.885,41.548,6.933,69.187,0.033,69.187,0.027,3.529,0.815,28.61,-80.599,9.791,0.411,0,-2.67,0.021,469.999,33,0.008,0,346.766,225.504,1.943,0.123,1279385.22,0,1.404,0.44,0.44,0.186,0.132,0.122,0.065,0.126,-0,0,0,0,0,-0,0.005,62.4,30.582,-82.668,0.045,2.103,13.369,983.821,339.401,0.025,0.147
13.538,249.959,-41.558,-6.848,41.706,6.883,69.268,0.033,69.268,0.027,3.511,0.692,28.61,-80.599,9.791,0.293,0,0.72,0.013,469.999,33,0.008,0,346.975,225.504,1.947,0.124,1283994.984,0,1.414,0.44,0.44,0.186,0.132,0.122,0.046,0.09,-0,0,0,0,0,0,0.005,62.4,30.582,-82.687,0.048,2.037,13.375,983.934,339.404,0.023,0.147
13.57,248.599,-41.78,-6.796,41.926,6.816,69.383,0.033,69.383,0.028,3.492,0.527,28.61,-80.599,9.791,0.131,0,3.12,0.036,469.999,33,0.008,0,347.264,225.504,1.951,0.124,1290737.871,0,1.429,0.44,0.44,0.186,0.132,0.122,0.021,0.04,0,0,0,0,0,0,0.005,62.4,30.582,-82.612,0.05,2.019,13.384,984.094,339.41,0.033,0.147
13.619,246.545,-42.111,-6.717,42.254,6.724,69.553,0.034,69.553,0.028,3.472,0.303,28.61,-80.599,9.791,0.09,0,-3.32,0.029,469.999,33,0.008,0,347.34,225.504,1.953,0.125,1301053.226,0,1.452,0.44,0.44,0.186,0.132,0.122,0.014,0.028,0,0,0,0,0,-0,0.005,62.4,30.582,-82.419,0.048,2.054,13.397,984.334,339.418,0.049,0.147
13.669,244.431,-42.445,-6.648,42.586,6.65,69.727,0.034,69.727,0.028,3.462,0.168,28.61,-80.599,9.791,0.218,0,0.251,-0.002,469.999,33,0.008,0,347.117,225.504,1.949,0.126,1311450.733,0,1.475,0.44,0.44,0.186,0.132,0.122,0.035,0.068,-0,0,0,0,0,0,0.005,62.4,30.582,-82.326,0.044,2.074,13.411,984.582,339.426,0.05,0.148
13.707,242.822,-42.695,-6.612,42.835,6.614,69.857,0.034,69.857,0.028,3.456,0.176,28.61,-80.599,9.791,0.21,0,4.011,0.038,469.999,33,0.008,0,347.134,225.504,1.949,0.127,1319177.168,0,1.493,0.44,0.44,0.186,0.132,0.122,0.033,0.065,0,0,0,0,0,0,0.005,62.4,30.582,-82.414,0.039,2.067,13.422,984.771,339.432,0.038,0.148
13.75,241.004,-42.975,-6.588,43.113,6.596,70.004,0.034,70.004,0.028,3.447,0.305,28.61,-80.599,9.791,0.088,-0,6.946,0.057,469.999,33,0.008,0,347.354,225.504,1.953,0.128,1327645.867,0,1.512,0.44,0.44,0.186,0.132,0.122,0.014,0.027,-0,0,0,0,0,0,0.006,62.4,30.582,-82.666,0.035,2.017,13.433,984.984,339.44,0.042,0.148
13.8,238.847,-43.304,-6.564,43.44,6.582,70.176,0.034,70.176,0.028,3.426,0.492,28.61,-80.599,9.791,0.087,0,-6.681,0.106,469.999,33,0.008,0,347.358,225.504,1.953,0.129,1337495.866,0,1.534,0.44,0.44,0.186,0.132,0.122,0.014,0.027,0,0,0,0,0,-0,0.006,62.4,30.582,-83.039,0.032,1.939,13.447,985.237,339.448,0.05,0.149
13.85,236.674,-43.632,-6.543,43.764,6.588,70.346,0.034,70.346,0.028,3.392,0.766,28.61,-80.599,9.791,0.321,0,-0.949,0.014,469.999,33,0.008,0,346.949,225.504,1.946,0.13,1347977.411,0,1.559,0.44,0.44,0.186,0.132,0.122,0.051,0.098,0,0,0,0,0,-0,0.006,62.4,30.582,-83.263,0.034,2.046,13.462,985.492,339.457,0.05,0.149
13.873,235.639,-43.787,-6.505,43.917,6.535,70.426,0.035,70.426,0.028,3.374,0.63,28.61,-80.599,9.791,0.204,0,2.008,-0.006,469.999,33,0.008,0,347.156,225.504,1.95,0.13,1352426.609,0,1.569,0.44,0.44,0.186,0.132,0.122,0.032,0.063,-0,0,0,0,0,0,0.006,62.4,30.582,-83.247,0.036,1.967,13.468,985.614,339.461,0.024,0.149
13.909,234.08,-44.017,-6.436,44.144,6.444,70.546,0.035,70.546,0.028,3.358,0.326,28.61,-80.599,9.791,0.058,0,-2.565,-0.004,469.999,33,0.008,0,347.418,225.504,1.954,0.131,1359195.569,0,1.585,0.44,0.44,0.186,0.132,0.122,0.009,0.018,-0,0,0,0,0,-0,0.006,62.4,30.582,-83.145,0.04,1.877,13.478,985.796,339.467,0.036,0.149
13.959,231.871,-44.336,-6.368,44.463,6.371,70.713,0.035,70.713,0.028,3.347,0.187,28.61,-80.599,9.791,0.179,0,0.483,-0.032,469.999,33,0.008,0,347.207,225.504,1.95,0.132,1369141.544,0,1.608,0.44,0.44,0.186,0.132,0.122,0.028,0.055,0,0,0,0,0,0,0.006,62.4,30.582,-83.074,0.049,1.88,13.493,986.055,339.476,0.05,0.15
14,230.032,-44.599,-6.325,44.724,6.327,70.852,0.035,70.852,0.028,3.341,0.163,28.61,-80.599,9.791,0.196,0,4.589,-0.039,469.999,33,0.008,0,347.18,225.504,1.95,0.132,1377118.522,0,1.627,0.44,0.44,0.186,0.132,0.122,0.031,0.06,0,0,0,0,0,0,0.006,62.4,30.582,-83.184,0.057,1.826,13.505,986.271,339.483,0.041,0.15
14.04,228.239,-44.852,-6.307,44.975,6.315,70.985,0.035,70.985,0.028,3.332,0.332,28.61,-80.599,9.791,0.05,0,7.057,-0.207,469.999,33,0.008,0,347.442,225.504,1.954,0.133,1384865.961,0,1.645,0.44,0.44,0.186,0.132,0.122,0.008,0.015,-0,0,0,0,0,0,0.006,62.4,30.582,-83.438,0.057,1.79,13.516,986.481,339.49,0.04,0.15
14.09,225.989,-45.167,-6.285,45.288,6.312,71.152,0.035,71.152,0.028,3.308,0.584,28.61,-80.599,9.791,0.161,-0,-5.061,0.026,469.999,33,0.008,0,347.249,225.504,1.951,0.134,1394541.661,0,1.669,0.441,0.441,0.186,0.132,0.122,0.025,0.049,0,0,0,0,0,-0,0.006,62.4,30.582,-83.779,0.046,1.765,13.531,986.745,339.499,0.05,0.151
14.134,224.009,-45.441,-6.242,45.559,6.269,71.295,0.036,71.295,0.029,3.28,0.584,28.61,-80.599,9.791,0.163,0,-1.224,0.026,469.999,33,0.008,0,347.248,225.504,1.951,0.135,1402807.828,0,1.689,0.441,0.441,0.186,0.132,0.122,0.026,0.05,-0,0,0,0,0,-0,0.006,62.4,30.582,-83.919,0.036,1.703,13.544,986.977,339.507,0.044,0.151
14.179,221.955,-45.721,-6.19,45.837,6.213,71.443,0.036,71.443,0.029,3.255,0.527,28.61,-80.599,9.791,0.113,0,1.178,0.009,469.999,33,0.008,0,347.34,225.504,1.953,0.135,1411570.451,0,1.71,0.441,0.441,0.186,0.132,0.122,0.018,0.034,-0,0,0,0,0,0,0.006,62.4,30.582,-83.896,0.037,1.725,13.557,987.218,339.515,0.045,0.151
14.229,219.661,-46.029,-6.119,46.142,6.128,71.605,0.036,71.605,0.029,3.233,0.331,28.61,-80.599,9.791,0.049,0,-2.852,0.025,469.999,33,0.008,0,347.457,225.504,1.954,0.136,1421268.146,0,1.733,0.441,0.441,0.186,0.132,0.122,0.008,0.015,-0,0,0,0,0,-0,0.006,62.4,30.582,-83.756,0.048,1.762,13.572,987.487,339.524,0.05,0.152
14.279,217.352,-46.333,-6.055,46.445,6.059,71.766,0.036,71.766,0.029,3.221,0.214,28.61,-80.599,9.792,0.143,0,0.352,-0.034,469.999,33,0.008,0,347.293,225.504,1.952,0.137,1430815.733,0,1.757,0.441,0.441,0.186,0.132,0.122,0.023,0.044,0,0,0,0,0,0,0.006,62.4,30.582,-83.674,0.059,1.776,13.587,987.758,339.533,0.05,0.152
14.324,215.248,-46.606,-6.015,46.716,6.02,71.912,0.036,71.912,0.029,3.212,0.253,28.61,-80.599,9.792,0.113,0,3.344,-0.034,469.999,33,0.008,0,347.351,225.504,1.953,0.138,1439367.156,0,1.778,0.441,0.441,0.186,0.132,0.122,0.018,0.035,0,0,0,0,0,0,0.006,62.4,30.582,-83.768,0.06,1.779,13.601,988.005,339.541,0.045,0.152
14.374,212.91,-46.906,-5.98,47.015,5.992,72.072,0.036,72.072,0.029,3.196,0.379,28.61,-80.599,9.792,0.012,0,4.393,0.137,469.999,33,0.008,0,347.534,225.504,1.956,0.139,1448579.98,0,1.801,0.441,0.441,0.186,0.133,0.123,0.002,0.004,0,0,0,0,0,0,0.006,62.4,30.582,-84,0.045,1.73,13.616,988.279,339.55,0.05,0.152
14.424,210.557,-47.204,-5.948,47.31,5.973,72.231,0.037,72.231,0.029,3.173,0.55,28.61,-80.599,9.792,0.12,0,-3.969,0.041,469.999,33,0.008,0,347.345,225.504,1.953,0.14,1457781.791,0,1.824,0.441,0.441,0.186,0.133,0.123,0.019,0.037,-0,0,0,0,0,-0,0.006,62.4,30.582,-84.237,0.022,1.698,13.631,988.555,339.56,0.05,0.153
14.474,208.19,-47.5,-5.894,47.604,5.917,72.389,0.037,72.389,0.029,3.143,0.512,28.61,-80.599,9.792,0.091,0,0.433,0.004,469.999,33,0.008,0,347.4,225.504,1.953,0.141,1466961.112,0,1.847,0.441,0.441,0.186,0.133,0.123,0.014,0.028,-0,0,0,0,0,0,0.006,62.4,30.582,-84.319,0.023,1.681,13.647,988.833,339.569,0.05,0.153
14.524,205.807,-47.794,-5.839,47.895,5.857,72.546,0.037,72.546,0.029,3.121,0.457,28.61,-80.599,9.792,0.047,0,0.417,-0.002,469.999,33,0.008,0,347.482,225.504,1.955,0.141,1476211.763,0,1.87,0.441,0.441,0.186,0.133,0.123,0.007,0.015,-0,0,0,0,0,0,0.006,62.4,30.582,-84.265,0.044,1.708,13.662,989.112,339.578,0.05,0.153
14.574,203.41,-48.084,-5.775,48.184,5.784,72.701,0.037,72.701,0.029,3.1,0.326,28.61,-80.599,9.792,0.054,0,-2.189,0.025,469.999,33,0.008,0,347.473,225.504,1.955,0.142,1485493.481,0,1.894,0.441,0.441,0.186,0.133,0.123,0.009,0.016,-0,0,0,0,0,-0,0.006,62.4,30.582,-84.169,0.063,1.768,13.678,989.393,339.588,0.05,0.153
14.624,200.999,-48.371,-5.725,48.47,5.734,72.856,0.037,72.856,0.029,3.086,0.32,28.61,-80.599,9.792,0.061,0,1.083,-0.061,469.999,33,0.008,0,347.464,225.504,1.954,0.143,1494635.839,0,1.917,0.441,0.441,0.186,0.133,0.123,0.01,0.019,0,0,0,0,0,0,0.006,62.4,30.582,-84.138,0.065,1.807,13.694,989.676,339.597,0.05,0.154
14.674,198.573,-48.656,-5.68,48.753,5.692,73.01,0.038,73.01,0.03,3.068,0.375,28.61,-80.599,9.792,0.024,0,1.19,0.058,469.999,33,0.008,0,347.533,225.504,1.956,0.144,1503717.244,0,1.941,0.441,0.441,0.186,0.133,0.123,0.004,0.008,0,0,0,0,0,0,0.006,62.4,30.582,-84.21,0.051,1.849,13.709,989.961,339.607,0.05,0.154
14.724,196.133,-48.939,-5.633,49.034,5.647,73.163,0.038,73.163,0.03,3.048,0.395,28.61,-80.599,9.792,0.009,0,1.67,0.003,469.999,33,0.008,0,347.563,225.504,1.956,0.145,1512528.246,0,1.964,0.441,0.441,0.186,0.133,0.123,0.001,0.003,0,0,0,0,0,0,0.006,62.4,30.582,-84.305,0.04,1.827,13.725,990.247,339.616,0.05,0.154
14.774,193.679,-49.22,-5.592,49.313,5.612,73.315,0.038,73.315,0.03,3.028,0.476,28.61,-80.599,9.792,0.047,0,-2.223,0.034,469.999,33,0.008,0,347.5,225.504,1.955,0.146,1521348.044,0,1.987,0.442,0.442,0.186,0.133,0.123,0.007,0.014,-0,0,0,0,0,-0,0.006,62.4,30.582,-84.409,0.037,1.829,13.741,990.535,339.626,0.05,0.155
14.824,191.211,-49.498,-5.546,49.589,5.569,73.465,0.038,73.465,0.03,3.002,0.51,28.61,-80.599,9.792,0.067,0,0.232,-0.009,469.999,33,0.008,0,347.467,225.504,1.955,0.146,1530237.232,0,2.01,0.442,0.442,0.186,0.133,0.123,0.011,0.021,0,0,0,0,0,0,0.006,62.4,30.582,-84.455,0.036,1.877,13.757,990.824,339.636,0.05,0.155
14.874,188.73,-49.774,-5.48,49.863,5.491,73.615,0.038,73.615,0.03,2.978,0.341,28.61,-80.599,9.792,0.049,0,-1.504,-0.011,469.999,33,0.008,0,347.503,225.504,1.955,0.147,1538883.499,0,2.033,0.442,0.442,0.186,0.133,0.123,0.008,0.015,0,0,0,0,0,-0,0.006,62.4,30.582,-84.394,0.044,1.868,13.773,991.115,339.645,0.05,0.155
14.924,186.234,-50.046,-5.408,50.134,5.409,73.763,0.039,73.763,0.03,2.967,0.081,28.61,-80.599,9.792,0.216,0,2.229,0.05,469.999,33,0.008,0,347.21,225.504,1.95,0.148,1547076.71,0,2.055,0.442,0.442,0.186,0.133,0.123,0.034,0.066,0,0,0,0,0,0,0.006,62.4,30.582,-84.395,0.049,1.727,13.789,991.408,339.655,0.05,0.155
14.951,184.881,-50.192,-5.377,50.28,5.377,73.844,0.039,73.844,0.03,2.967,0.01,28.61,-80.599,9.792,0.257,0,6.718,0.025,469.999,33,0.008,0,347.139,225.504,1.949,0.148,1551380.606,0,2.066,0.442,0.442,0.186,0.133,0.123,0.041,0.079,0,0,0,0,0,0,0.006,62.4,30.582,-84.52,0.046,1.616,13.798,991.567,339.661,0.027,0.155
14.976,183.615,-50.328,-5.388,50.415,5.402,73.918,0.039,73.918,0.03,2.963,0.382,28.61,-80.599,9.792,0.012,0,8.724,0.16,469.999,33,0.008,0,347.577,225.504,1.956,0.149,1555851.796,0,2.078,0.442,0.442,0.186,0.133,0.123,0.002,0.003,-0,0,0,0,0,0,0.006,62.4,30.582,-84.727,0.044,1.678,13.807,991.715,339.666,0.025,0.156
15.014,181.709,-50.531,-5.383,50.617,5.434,74.03,0.039,74.03,0.03,2.938,0.749,28.61,-80.599,9.792,0.229,0,-4.465,0.017,469.999,33,0.008,0,347.193,225.504,1.95,0.149,1562349.883,0,2.096,0.442,0.442,0.186,0.133,0.123,0.036,0.071,-0,0,0,0,0,-0,0.006,62.4,30.582,-85.007,0.05,1.709,13.819,991.939,339.673,0.038,0.156
15.039,180.45,-50.665,-5.36,50.749,5.415,74.103,0.039,74.103,0.03,2.918,0.77,28.61,-80.599,9.792,0.245,0,-1.105,0.036,469.999,33,0.008,0,347.167,225.504,1.95,0.15,1566416.06,0,2.106,0.442,0.442,0.186,0.133,0.123,0.039,0.076,0,0,0,0,0,-0,0.007,62.4,30.582,-85.081,0.06,1.663,13.827,992.086,339.678,0.025,0.156
15.065,179.121,-50.805,-5.332,50.888,5.381,74.179,0.039,74.179,0.03,2.899,0.73,28.61,-80.599,9.792,0.217,0,2.263,0.019,469.999,33,0.008,0,347.219,225.504,1.951,0.15,1570881.985,0,2.118,0.442,0.442,0.186,0.133,0.123,0.034,0.067,-0,0,0,0,0,0,0.007,62.4,30.582,-85.06,0.068,1.686,13.836,992.242,339.683,0.026,0.156
15.095,177.597,-50.964,-5.293,51.045,5.329,74.265,0.039,74.265,0.03,2.878,0.62,28.61,-80.599,9.792,0.139,0,5.867,0.034,469.999,33,0.008,0,347.358,225.504,1.953,0.151,1576129.126,0,2.132,0.442,0.442,0.186,0.133,0.123,0.022,0.043,0,0,0,0,0,0,0.007,62.4,30.582,-84.928,0.068,1.771,13.846,992.421,339.689,0.03,0.157
