# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (mm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
8.686,355.254,0.585,-9.518,4.892,9.519,48.583,0.016,48.583,0.019,4.857,0.169,28.61,-80.6,9.791,9.031,0,69.761,-0.002,469.999,33,0.008,0,333.781,225.504,1.735,0.02,211004.548,0,0.046,0.456,0.531,0.213,0.123,0.12,1.648,2.278,-0,0,0,0,0,0.582,0.001,62.4,30.582,13.858,0.026,2.066,12.691,971.585,338.99,0.045,0.094
8.729,355.27,0.176,-9.494,4.853,9.496,48.792,0.016,48.792,0.019,4.85,0.159,28.61,-80.6,9.791,9.336,0,73.433,-0.003,469.999,33,0.008,0,333.406,225.504,1.729,0.021,212178.219,0,0.047,0.456,0.534,0.213,0.123,0.12,1.712,2.323,-0,0,0,0,0,0.638,0.001,62.4,30.582,10.78,0.026,2.135,12.691,971.583,338.989,0.043,0.094
8.77,355.27,-0.212,-9.482,4.848,9.483,48.99,0.016,48.99,0.019,4.843,0.144,28.61,-80.599,9.791,9.442,0,76.987,-0.003,469.999,33,0.008,0,333.277,225.504,1.727,0.021,212178.991,0,0.047,0.456,0.536,0.213,0.123,0.12,1.734,2.294,-0,0,0,0,0,0.701,0.001,62.4,30.582,7.708,0.026,2.14,12.691,971.583,338.989,0.041,0.094
8.809,355.254,-0.581,-9.478,4.873,9.479,49.179,0.016,49.179,0.019,4.838,0.126,28.61,-80.599,9.791,9.435,0,80.232,-0.001,469.999,33,0.008,0,333.285,225.504,1.727,0.021,211267.786,0,0.047,0.456,0.536,0.213,0.123,0.12,1.733,2.224,-0,0,0,0,0,0.768,0.001,62.4,30.582,4.644,0.027,2.094,12.691,971.585,338.99,0.039,0.094
8.846,355.226,-0.935,-9.475,4.923,9.475,49.359,0.016,49.359,0.019,4.834,0.109,28.61,-80.599,9.791,9.279,0,83.248,-0,469.999,33,0.008,0,333.476,225.504,1.73,0.021,212219.685,0,0.047,0.456,0.534,0.213,0.123,0.12,1.7,2.122,0,0,0,0,0,0.819,0.001,62.4,30.582,1.587,0.027,2.091,12.691,971.588,338.99,0.037,0.095
8.882,355.186,-1.277,-9.477,4.996,9.477,49.534,0.016,49.534,0.019,4.83,0.092,28.61,-80.599,9.791,9.017,0,86.021,0.001,469.999,33,0.008,0,333.798,225.504,1.735,0.021,213164.167,0,0.047,0.456,0.53,0.213,0.123,0.12,1.646,1.989,-0,0,0,0,0,0.867,0.001,62.4,30.582,-1.463,0.027,2.072,12.691,971.593,338.99,0.036,0.095
8.917,355.136,-1.607,-9.483,5.088,9.484,49.702,0.016,49.702,0.019,4.827,0.076,28.61,-80.599,9.791,8.695,0,88.537,0.004,469.999,33,0.008,0,334.201,225.504,1.742,0.021,213738.418,0,0.047,0.456,0.526,0.213,0.123,0.12,1.579,1.837,-0,0,0,0,0,0.914,0.001,62.4,30.582,-4.508,0.027,2.024,12.692,971.599,338.99,0.035,0.095
8.951,355.076,-1.929,-9.493,5.196,9.493,49.865,0.017,49.865,0.019,4.825,0.061,28.61,-80.599,9.791,8.344,0,90.787,0.007,469.999,33,0.008,0,334.645,225.504,1.749,0.021,213960.045,0,0.047,0.456,0.522,0.212,0.123,0.12,1.507,1.677,0,0,0,0,0,0.959,0.001,62.4,30.582,-7.547,0.027,1.951,12.692,971.606,338.99,0.034,0.095
8.984,355.007,-2.243,-9.504,5.319,9.504,50.025,0.017,50.025,0.019,4.823,0.046,28.61,-80.599,9.791,8.048,0,92.785,0.013,469.999,33,0.008,0,335.023,225.504,1.755,0.021,213239.695,0,0.046,0.456,0.519,0.213,0.123,0.12,1.447,1.532,0,0,0,0,0,1.008,0.001,62.4,30.582,-10.58,0.027,1.83,12.692,971.614,338.991,0.033,0.095
9.017,354.929,-2.55,-9.519,5.455,9.519,50.181,0.017,50.181,0.019,4.822,0.036,28.61,-80.599,9.791,7.367,0,94.552,0.014,469.999,33,0.008,0,335.913,225.504,1.769,0.021,216356.768,0,0.047,0.455,0.51,0.212,0.123,0.12,1.31,1.302,0,0,0,0,0,1.017,0.001,62.4,30.582,-13.609,0.027,1.83,12.693,971.623,338.991,0.032,0.095
9.048,354.844,-2.853,-9.545,5.601,9.545,50.334,0.017,50.334,0.019,4.821,0.033,28.61,-80.599,9.791,6.246,0,95.987,0.01,469.999,33,0.008,0,337.432,225.504,1.794,0.022,222844.405,0,0.048,0.454,0.495,0.21,0.123,0.12,1.091,0.97,-0,0,0,0,0,0.988,0.001,62.4,30.582,-16.633,0.027,1.939,12.694,971.633,338.991,0.032,0.096
9.08,354.75,-3.151,-9.573,5.758,9.573,50.484,0.017,50.484,0.019,4.82,0.032,28.61,-80.599,9.791,5.258,0,97.057,0.011,469.999,33,0.008,0,338.83,225.504,1.816,0.022,227257.296,0,0.049,0.453,0.484,0.209,0.123,0.12,0.904,0.671,-0,0,0,0,0,0.971,0.001,62.4,30.582,-19.651,0.027,1.967,12.694,971.644,338.992,0.031,0.096
9.11,354.648,-3.448,-9.605,5.925,9.605,50.633,0.017,50.633,0.019,4.819,0.036,28.61,-80.599,9.791,4.175,0,97.751,0.011,469.999,33,0.008,0,340.426,225.504,1.842,0.023,231951.341,0,0.05,0.452,0.472,0.208,0.123,0.12,0.705,0.352,-0,0,0,0,0,0.946,0.001,62.4,30.582,-22.662,0.027,1.996,12.695,971.656,338.992,0.031,0.096
9.141,354.537,-3.743,-9.641,6.101,9.641,50.781,0.017,50.781,0.019,4.817,0.047,28.61,-80.599,9.791,2.972,0,98.004,0.012,469.999,33,0.008,0,342.284,225.504,1.871,0.023,237202.554,0,0.051,0.451,0.462,0.207,0.123,0.12,0.492,0.011,0,0,0,0,0,0.909,0.001,62.4,30.582,-25.667,0.027,2.037,12.696,971.669,338.992,0.031,0.096
9.172,354.418,-4.039,-9.678,6.285,9.678,50.929,0.017,50.929,0.019,4.816,0.064,28.61,-80.599,9.791,1.721,0,97.767,0.013,469.999,33,0.008,0,344.313,225.504,1.904,0.024,242519.013,0,0.052,0.45,0.454,0.206,0.123,0.12,0.278,-0.335,0,0,0,0,0,0.865,0.001,62.4,30.582,-28.665,0.027,2.072,12.696,971.683,338.993,0.031,0.096
9.202,354.29,-4.336,-9.716,6.479,9.716,51.076,0.017,51.076,0.02,4.813,0.088,28.61,-80.599,9.791,0.456,0,96.989,0.036,469.999,33,0.008,0,346.472,225.504,1.939,0.024,247786.38,0,0.054,0.449,0.449,0.205,0.123,0.12,0.072,-0.26,-0,0,0,0,0,0.4,0.001,62.4,30.582,-31.654,0.027,2.097,12.697,971.698,338.993,0.031,0.097
9.233,354.151,-4.637,-9.741,6.681,9.742,51.225,0.018,51.225,0.02,4.81,0.108,28.61,-80.599,9.791,0.49,0,-97.078,0.08,469.999,33,0.008,0,346.413,225.504,1.938,0.024,250793.023,0,0.055,0.448,0.449,0.205,0.124,0.12,0.078,0.581,-0,0,0,0,0,-0.43,0.001,62.4,30.582,-34.652,0.028,2.022,12.698,971.714,338.994,0.031,0.097
9.264,354.003,-4.939,-9.77,6.892,9.771,51.374,0.018,51.374,0.02,4.807,0.137,28.61,-80.599,9.791,1.531,0,-95.118,0.037,469.999,33,0.008,0,344.63,225.504,1.909,0.025,254649.391,0,0.057,0.448,0.451,0.204,0.124,0.12,0.247,1.215,-0,0,0,0,0,-0.743,0.001,62.4,30.582,-37.629,0.028,1.968,12.699,971.731,338.994,0.031,0.097
9.296,353.842,-5.247,-9.803,7.113,9.805,51.525,0.018,51.525,0.02,4.802,0.178,28.61,-80.599,9.791,2.692,0,-92.857,0.022,469.999,33,0.008,0,342.73,225.504,1.879,0.025,259463.593,0,0.06,0.447,0.456,0.203,0.124,0.12,0.443,1.515,0,0,0,0,0,-0.682,0.001,62.4,30.582,-40.594,0.028,1.939,12.7,971.75,338.995,0.032,0.097
9.328,353.668,-5.565,-9.836,7.346,9.839,51.68,0.018,51.68,0.02,4.795,0.229,28.61,-80.599,9.791,3.866,0,-89.804,0.015,469.999,33,0.008,0,340.897,225.504,1.849,0.026,264731.513,0,0.064,0.446,0.464,0.202,0.124,0.12,0.649,1.813,0,0,0,0,0,-0.613,0.001,62.4,30.582,-43.546,0.028,1.913,12.701,971.771,338.996,0.032,0.097
9.362,353.476,-5.894,-9.872,7.593,9.876,51.841,0.018,51.841,0.02,4.786,0.295,28.61,-80.599,9.791,5.128,0,-85.928,0.012,469.999,33,0.008,0,339.02,225.504,1.819,0.026,270963.454,0,0.068,0.445,0.474,0.201,0.124,0.12,0.88,2.136,0,0,0,0,0,-0.536,0.001,62.4,30.582,-46.484,0.028,1.91,12.702,971.793,338.997,0.033,0.097
9.392,353.29,-6.199,-9.91,7.826,9.917,51.988,0.018,51.988,0.02,4.776,0.375,28.61,-80.599,9.791,6.393,0,-81.494,0.007,469.999,33,0.008,0,337.233,225.504,1.791,0.027,277805.311,0,0.074,0.444,0.486,0.2,0.124,0.12,1.12,2.464,-0,0,0,0,0,-0.458,0.001,62.4,30.582,-49.069,0.029,1.948,12.704,971.815,338.997,0.031,0.097
9.418,353.129,-6.452,-9.933,8.021,9.943,52.11,0.018,52.11,0.02,4.766,0.438,28.61,-80.599,9.791,7.251,0,-77.216,0.005,469.999,33,0.008,0,336.072,225.504,1.772,0.027,282951.864,0,0.078,0.443,0.495,0.199,0.124,0.12,1.287,2.678,-0,0,0,0,0,-0.397,0.001,62.4,30.582,-51.091,0.029,1.953,12.705,971.834,338.998,0.025,0.098
9.44,352.98,-6.676,-9.949,8.197,9.962,52.217,0.018,52.217,0.02,4.755,0.493,28.61,-80.599,9.791,7.901,0,-73.033,0.005,469.999,33,0.008,0,335.219,225.504,1.758,0.028,287377.356,0,0.081,0.443,0.502,0.198,0.124,0.12,1.417,2.836,-0,0,0,0,0,-0.344,0.001,62.4,30.582,-52.788,0.029,1.948,12.706,971.851,338.999,0.023,0.098
9.461,352.84,-6.882,-9.961,8.359,9.976,52.315,0.018,52.315,0.02,4.745,0.542,28.61,-80.599,9.791,8.419,0,-68.882,0.005,469.999,33,0.008,0,334.555,225.504,1.748,0.028,291430.281,0,0.085,0.442,0.507,0.198,0.124,0.12,1.522,2.958,-0,0,0,0,0,-0.298,0.001,62.4,30.582,-54.255,0.03,1.94,12.707,971.868,338.999,0.021,0.098
9.48,352.706,-7.074,-9.969,8.512,9.986,52.407,0.018,52.407,0.02,4.734,0.587,28.61,-80.599,9.791,8.83,0,-64.765,0.004,469.999,33,0.008,0,334.037,225.504,1.739,0.029,295213.218,0,0.088,0.441,0.512,0.197,0.124,0.12,1.607,3.051,-0,0,0,0,0,-0.256,0.001,62.4,30.582,-55.543,0.03,1.93,12.707,971.884,339,0.019,0.098
9.499,352.575,-7.256,-9.974,8.657,9.994,52.493,0.018,52.493,0.02,4.723,0.627,28.61,-80.599,9.791,9.161,0,-60.666,0.003,469.999,33,0.008,0,333.627,225.504,1.733,0.029,298836.831,0,0.09,0.441,0.515,0.197,0.124,0.12,1.675,3.123,0,0,0,0,0,-0.219,0.001,62.4,30.582,-56.686,0.03,1.921,12.708,971.899,339,0.018,0.098
9.516,352.448,-7.429,-9.968,8.797,9.988,52.575,0.018,52.575,0.02,4.712,0.643,28.61,-80.599,9.791,9.196,0,-56.637,0.004,469.999,33,0.008,0,333.584,225.504,1.732,0.029,301282.234,0,0.092,0.441,0.515,0.196,0.124,0.12,1.683,3.103,-0,0,0,0,0,-0.188,0.001,62.4,30.582,-57.704,0.03,1.859,12.709,971.914,339.001,0.017,0.098
9.533,352.319,-7.6,-9.958,8.936,9.98,52.656,0.019,52.656,0.02,4.7,0.653,28.61,-80.599,9.791,9.158,0,-52.632,0.004,469.999,33,0.008,0,333.631,225.504,1.733,0.029,303693.382,0,0.093,0.44,0.514,0.196,0.124,0.12,1.675,3.062,-0,0,0,0,0,-0.16,0.001,62.4,30.582,-58.643,0.031,1.794,12.71,971.929,339.001,0.017,0.098
9.55,352.187,-7.771,-9.948,9.076,9.97,52.736,0.019,52.736,0.02,4.689,0.66,28.61,-80.599,9.791,9.074,0,-48.635,0.004,469.999,33,0.008,0,333.735,225.504,1.734,0.03,306209.192,0,0.094,0.44,0.513,0.196,0.124,0.12,1.657,3.01,-0,0,0,0,0,-0.134,0.001,62.4,30.582,-59.511,0.031,1.731,12.711,971.944,339.002,0.017,0.099
9.567,352.052,-7.942,-9.952,9.217,9.976,52.816,0.019,52.816,0.02,4.677,0.698,28.61,-80.599,9.791,9.309,0,-44.543,0.005,469.999,33,0.008,0,333.447,225.504,1.73,0.03,310426.83,0,0.097,0.439,0.515,0.195,0.124,0.12,1.706,3.061,0,0,0,0,0,-0.11,0.001,62.4,30.582,-60.311,0.031,1.753,12.712,971.96,339.002,0.017,0.099
9.584,351.92,-8.105,-9.954,9.352,9.981,52.893,0.019,52.893,0.02,4.666,0.731,28.61,-80.599,9.791,9.477,0,-40.465,0.004,469.999,33,0.008,0,333.241,225.504,1.727,0.031,314478.452,0,0.1,0.439,0.516,0.195,0.124,0.12,1.742,3.095,0,0,0,0,0,-0.088,0.001,62.4,30.582,-61.009,0.031,1.774,12.713,971.976,339.003,0.016,0.099
9.6,351.791,-8.263,-9.954,9.483,9.983,52.967,0.019,52.967,0.02,4.654,0.76,28.61,-80.599,9.791,9.586,0,-36.402,0.004,469.999,33,0.008,0,333.109,225.504,1.724,0.031,318399.109,0,0.103,0.438,0.517,0.194,0.124,0.12,1.765,3.112,0,0,0,0,0,-0.07,0.001,62.4,30.582,-61.617,0.032,1.794,12.713,971.991,339.003,0.016,0.099
9.615,351.663,-8.415,-9.947,9.611,9.977,53.038,0.019,53.038,0.02,4.642,0.769,28.61,-80.599,9.791,9.494,0,-32.389,0.003,469.999,33,0.008,0,333.222,225.504,1.726,0.031,321586.927,0,0.105,0.438,0.515,0.194,0.124,0.12,1.745,3.067,-0,0,0,0,0,-0.054,0.001,62.4,30.582,-62.145,0.032,1.78,12.714,972.006,339.004,0.015,0.1
9.63,351.533,-8.567,-9.939,9.738,9.969,53.109,0.019,53.109,0.02,4.63,0.774,28.61,-80.599,9.791,9.349,0,-28.388,0.003,469.999,33,0.008,0,333.398,225.504,1.729,0.032,324780.008,0,0.106,0.438,0.513,0.193,0.124,0.12,1.715,3.006,0,0,0,0,0,-0.041,0.001,62.4,30.582,-62.609,0.032,1.765,12.715,972.021,339.004,0.015,0.1
9.646,351.401,-8.719,-9.929,9.867,9.959,53.18,0.019,53.18,0.02,4.619,0.773,28.61,-80.599,9.791,9.156,0,-24.397,0.002,469.999,33,0.008,0,333.635,225.504,1.733,0.032,328005.075,0,0.108,0.437,0.51,0.193,0.124,0.12,1.675,2.931,-0,0,0,0,0,-0.029,0.001,62.4,30.582,-63.012,0.032,1.75,12.716,972.037,339.005,0.015,0.1
9.661,351.266,-8.871,-9.919,9.996,9.949,53.25,0.019,53.25,0.02,4.607,0.772,28.61,-80.599,9.791,8.952,0,-20.411,0.002,469.999,33,0.008,0,333.889,225.504,1.737,0.032,331438.134,0,0.109,0.437,0.508,0.192,0.125,0.12,1.632,2.855,-0,0,0,0,0,-0.02,0.001,62.4,30.582,-63.356,0.032,1.743,12.717,972.052,339.005,0.015,0.1
9.676,351.128,-9.024,-9.909,10.127,9.939,53.321,0.019,53.321,0.02,4.595,0.768,28.61,-80.599,9.791,8.712,0,-16.425,0.003,469.999,33,0.008,0,334.189,225.504,1.742,0.033,334981.233,0,0.111,0.436,0.504,0.192,0.125,0.12,1.582,2.769,0,0,0,0,0,-0.013,0.001,62.4,30.582,-63.64,0.033,1.741,12.718,972.069,339.006,0.015,0.101
9.692,350.986,-9.179,-9.898,10.259,9.927,53.393,0.019,53.393,0.02,4.583,0.759,28.61,-80.599,9.791,8.42,0,-12.455,0.002,469.999,33,0.008,0,334.558,225.504,1.748,0.033,338582.59,0,0.113,0.436,0.501,0.191,0.125,0.12,1.523,2.668,-0,0,0,0,0,-0.007,0.001,62.4,30.582,-63.865,0.033,1.738,12.719,972.085,339.006,0.016,0.101
9.708,350.84,-9.335,-9.89,10.394,9.919,53.465,0.019,53.465,0.02,4.571,0.757,28.61,-80.599,9.791,8.198,0,-8.5,0.002,469.999,33,0.008,0,334.84,225.504,1.752,0.033,342776.982,0,0.115,0.436,0.497,0.191,0.125,0.12,1.478,2.592,-0,0,0,0,0,-0.003,0.001,62.4,30.582,-64.031,0.033,1.765,12.72,972.102,339.007,0.016,0.101
9.724,350.69,-9.492,-9.885,10.53,9.915,53.538,0.019,53.538,0.021,4.559,0.765,28.61,-80.599,9.791,8.05,0,-4.469,0.002,469.999,33,0.008,0,335.031,225.504,1.755,0.034,347523.671,0,0.117,0.435,0.495,0.19,0.125,0.12,1.447,2.542,0,0,0,0,0,-0.001,0.001,62.4,30.582,-64.134,0.033,1.824,12.721,972.12,339.008,0.016,0.101
9.739,350.539,-9.648,-9.88,10.666,9.909,53.61,0.019,53.61,0.021,4.547,0.766,28.61,-80.599,9.791,7.847,0,-0.465,0.002,469.999,33,0.008,0,335.295,225.504,1.759,0.034,352237.612,0,0.12,0.435,0.492,0.19,0.125,0.12,1.406,2.475,0,0,0,0,0,-0,0.001,62.4,30.582,-64.172,0.033,1.881,12.721,972.138,339.008,0.016,0.102
9.755,350.386,-9.804,-9.869,10.802,9.897,53.681,0.019,53.681,0.021,4.535,0.752,28.61,-80.599,9.791,7.511,0,3.521,0.002,469.999,33,0.008,0,335.735,225.504,1.767,0.035,356639.808,0,0.122,0.434,0.488,0.189,0.125,0.12,1.339,2.365,-0,0,0,0,0,0.001,0.001,62.4,30.582,-64.148,0.033,1.921,12.722,972.156,339.009,0.016,0.102
9.771,350.226,-9.963,-9.849,10.941,9.875,53.754,0.019,53.754,0.021,4.523,0.713,28.61,-80.599,9.791,6.96,0,7.405,0.001,469.999,33,0.008,0,336.468,225.504,1.778,0.035,360512.748,0,0.123,0.434,0.481,0.189,0.125,0.12,1.23,2.185,0,0,0,0,0,0.002,0.001,62.4,30.582,-64.06,0.033,1.922,12.724,972.174,339.009,0.016,0.102
9.788,350.055,-10.13,-9.826,11.09,9.848,53.831,0.019,53.831,0.021,4.511,0.666,28.61,-80.599,9.791,6.325,0,11.26,0.002,469.999,33,0.008,0,337.334,225.504,1.792,0.035,364642.62,0,0.124,0.433,0.474,0.188,0.125,0.12,1.107,1.978,0,0,0,0,0,0.005,0.001,62.4,30.582,-63.9,0.033,1.924,12.725,972.194,339.01,0.017,0.102
9.807,349.867,-10.311,-9.8,11.25,9.819,53.914,0.019,53.914,0.021,4.499,0.613,28.61,-80.599,9.791,5.624,0,15.064,0.003,469.999,33,0.008,0,338.317,225.504,1.808,0.036,369285.422,0,0.125,0.433,0.466,0.188,0.125,0.12,0.973,1.75,0,0,0,0,0,0.009,0.001,62.4,30.582,-63.658,0.033,1.935,12.726,972.216,339.011,0.018,0.103
9.827,349.656,-10.51,-9.771,11.428,9.786,54.005,0.02,54.005,0.021,4.488,0.554,28.61,-80.599,9.791,4.863,0,18.842,0.003,469.999,33,0.008,0,339.416,225.504,1.826,0.036,374714.555,0,0.126,0.432,0.458,0.187,0.125,0.12,0.831,1.503,0,0,0,0,0,0.013,0.001,62.4,30.582,-63.313,0.033,1.965,12.727,972.241,339.012,0.02,0.103
9.85,349.412,-10.734,-9.733,11.629,9.745,54.108,0.02,54.108,0.021,4.476,0.48,28.61,-80.599,9.791,3.938,0,22.508,0.003,469.999,33,0.008,0,340.797,225.504,1.848,0.037,380881.938,0,0.128,0.432,0.449,0.186,0.125,0.12,0.662,1.205,0,0,0,0,0,0.019,0.002,62.4,30.582,-62.837,0.033,1.999,12.729,972.27,339.013,0.023,0.103
9.878,349.111,-11.002,-9.671,11.873,9.677,54.232,0.02,54.232,0.021,4.464,0.36,28.61,-80.599,9.791,2.554,0,25.829,0.007,469.999,33,0.008,0,342.964,225.504,1.882,0.038,387545.321,0,0.13,0.432,0.44,0.186,0.125,0.12,0.419,0.766,0,0,0,0,0,0.024,0.002,62.4,30.582,-62.164,0.032,1.987,12.731,972.305,339.014,0.028,0.103
9.919,348.645,-11.402,-9.563,12.241,9.565,54.417,0.02,54.417,0.021,4.453,0.175,28.61,-80.599,9.791,0.421,0,28.094,0.044,469.999,33,0.008,0,346.547,225.504,1.94,0.039,397593.734,0,0.134,0.432,0.432,0.186,0.125,0.12,0.067,0.102,0,0,0,0,0,0.027,0.002,62.4,30.582,-61.032,0.032,1.966,12.734,972.36,339.016,0.042,0.104
9.969,348.064,-11.876,-9.405,12.683,9.405,54.64,0.02,54.64,0.021,4.45,0.057,28.61,-80.599,9.791,2.131,0,-26.15,0.009,469.999,33,0.008,0,343.652,225.504,1.893,0.04,409477.164,0,0.144,0.432,0.437,0.186,0.125,0.12,0.347,0.68,0,0,0,0,0,-0.022,0.002,62.4,30.582,-59.654,0.031,1.916,12.738,972.428,339.018,0.05,0.104
10.011,347.555,-12.269,-9.252,13.053,9.256,54.827,0.02,54.827,0.021,4.457,0.251,28.61,-80.599,9.791,3.987,0,-20.167,0.003,469.999,33,0.008,0,340.727,225.504,1.847,0.041,419698.644,0,0.156,0.432,0.45,0.186,0.125,0.12,0.671,1.252,-0,0,0,0,0,-0.012,0.002,62.4,30.582,-58.666,0.031,1.884,12.741,972.488,339.02,0.042,0.104
10.033,347.284,-12.471,-9.184,13.245,9.19,54.925,0.02,54.925,0.021,4.463,0.328,28.61,-80.599,9.791,4.639,0,-15.793,0.004,469.999,33,0.008,0,339.751,225.504,1.831,0.041,425674.629,0,0.162,0.432,0.456,0.186,0.126,0.12,0.79,1.453,-0,0,0,0,0,-0.007,0.002,62.4,30.582,-58.271,0.031,1.915,12.743,972.519,339.021,0.022,0.104
10.052,347.053,-12.639,-9.13,13.406,9.139,55.007,0.02,55.007,0.021,4.47,0.388,28.61,-80.599,9.791,5.108,0,-11.545,0.003,469.999,33,0.008,0,339.065,225.504,1.82,0.042,430602.624,0,0.167,0.432,0.46,0.186,0.126,0.12,0.876,1.598,0,0,0,0,0,-0.004,0.002,62.4,30.582,-58.019,0.03,1.935,12.744,972.546,339.022,0.018,0.105
10.068,346.846,-12.788,-9.072,13.549,9.084,55.08,0.02,55.08,0.021,4.477,0.458,28.61,-80.599,9.791,5.646,0,-7.287,0.003,469.999,33,0.008,0,338.293,225.504,1.808,0.042,434212.633,0,0.172,0.432,0.466,0.186,0.126,0.12,0.977,1.767,-0,0,0,0,0,-0.002,0.002,62.4,30.582,-57.865,0.03,1.896,12.746,972.571,339.023,0.016,0.105
10.083,346.659,-12.919,-9.025,13.675,9.04,55.145,0.02,55.145,0.021,4.484,0.514,28.61,-80.599,9.791,6.054,0,-3.106,0.003,469.999,33,0.008,0,337.72,225.504,1.798,0.042,437430.691,0,0.176,0.432,0.47,0.186,0.126,0.12,1.055,1.897,0,0,0,0,0,-0,0.002,62.4,30.582,-57.789,0.03,1.861,12.747,972.593,339.023,0.015,0.105
10.096,346.486,-13.039,-8.987,13.791,9.004,55.205,0.02,55.205,0.021,4.491,0.561,28.61,-80.599,9.791,6.364,0,1.032,0.004,469.999,33,0.008,0,337.289,225.504,1.791,0.043,440392.438,0,0.18,0.432,0.473,0.186,0.126,0.12,1.114,1.996,-0,0,0,0,0,0,0.002,62.4,30.582,-57.775,0.03,1.83,12.748,972.613,339.024,0.013,0.105
10.108,346.322,-13.152,-8.957,13.9,8.977,55.261,0.02,55.261,0.021,4.498,0.595,28.61,-80.599,9.791,6.57,0,5.131,0.003,469.999,33,0.008,0,337.006,225.504,1.787,0.043,443276.034,0,0.183,0.432,0.475,0.186,0.126,0.12,1.154,2.062,0,0,0,0,0,0.001,0.002,62.4,30.582,-57.813,0.03,1.808,12.749,972.632,339.025,0.013,0.106
10.12,346.164,-13.259,-8.935,14.003,8.957,55.315,0.021,55.315,0.021,4.505,0.621,28.61,-80.599,9.791,6.701,0,9.197,0.003,469.999,33,0.008,0,336.828,225.504,1.784,0.043,446082.952,0,0.186,0.432,0.477,0.186,0.126,0.12,1.18,2.103,0,0,0,0,0,0.002,0.002,62.4,30.582,-57.899,0.03,1.79,12.75,972.651,339.025,0.012,0.106
10.132,346.01,-13.362,-8.919,14.103,8.942,55.367,0.021,55.367,0.021,4.513,0.641,28.61,-80.599,9.791,6.777,0,13.246,0.004,469.999,33,0.008,0,336.726,225.504,1.782,0.044,448804.05,0,0.189,0.432,0.478,0.186,0.126,0.12,1.194,2.125,0,0,0,0,0,0.005,0.002,62.4,30.582,-58.029,0.03,1.773,12.751,972.669,339.026,0.012,0.106
10.143,345.858,-13.463,-8.908,14.201,8.932,55.419,0.021,55.419,0.021,4.52,0.655,28.61,-80.599,9.791,6.802,0,17.277,0.004,469.999,33,0.008,0,336.693,225.504,1.782,0.044,451468.314,0,0.191,0.432,0.478,0.186,0.126,0.12,1.199,2.129,0,0,0,0,0,0.008,0.002,62.4,30.582,-58.202,0.03,1.757,12.752,972.687,339.027,0.011,0.107
10.154,345.707,-13.562,-8.907,14.298,8.931,55.469,0.021,55.469,0.021,4.527,0.657,28.61,-80.599,9.791,6.732,0,21.291,0.004,469.999,33,0.008,0,336.787,225.504,1.783,0.044,454268.98,0,0.193,0.432,0.477,0.186,0.126,0.12,1.186,2.103,0,0,0,0,0,0.012,0.002,62.4,30.582,-58.417,0.03,1.754,12.753,972.704,339.027,0.011,0.108
10.166,345.555,-13.662,-8.915,14.395,8.939,55.52,0.021,55.52,0.021,4.535,0.644,28.61,-80.599,9.791,6.547,0,25.254,0.004,469.999,33,0.008,0,337.04,225.504,1.787,0.044,457329.967,0,0.195,0.432,0.475,0.186,0.126,0.12,1.15,2.039,-0,0,0,0,0,0.016,0.002,62.4,30.582,-58.677,0.03,1.771,12.754,972.722,339.028,0.011,0.108
10.177,345.4,-13.763,-8.929,14.493,8.951,55.571,0.021,55.571,0.021,4.542,0.624,28.61,-80.599,9.791,6.314,0,29.204,0.004,469.999,33,0.008,0,337.361,225.504,1.793,0.045,460446.648,0,0.197,0.432,0.473,0.186,0.126,0.12,1.105,1.959,0,0,0,0,0,0.021,0.002,62.4,30.582,-58.986,0.03,1.788,12.755,972.74,339.028,0.011,0.108
10.189,345.239,-13.867,-8.949,14.594,8.969,55.624,0.021,55.624,0.021,4.549,0.597,28.61,-80.599,9.791,6.028,0,33.135,0.003,469.999,33,0.008,0,337.759,225.504,1.799,0.045,463651.162,0,0.198,0.432,0.47,0.186,0.126,0.12,1.05,1.861,-0,0,0,0,0,0.027,0.002,62.4,30.582,-59.35,0.03,1.806,12.756,972.759,339.029,0.012,0.108
